ID,User,Reaction Type,Reaction Date,INP_SYSDATE
3335,764,Comment,1588166157,2020-04-29 17:15:57
3336,657,Comment,1588165367,2020-04-29 17:02:47
3337,698,Emoticon,1588160620,2020-04-29 15:43:40
3338,677,Comment,1588165402,2020-04-29 17:03:22
3339,656,Emoticon,1588165518,2020-04-29 17:05:18
3340,735,Emoticon,1588163202,2020-04-29 16:26:42
3341,702,Emoticon,1588166868,2020-04-29 17:27:48
3342,688,Like,1588165862,2020-04-29 17:11:02
3343,736,Like,1588166165,2020-04-29 17:16:05
3344,643,Comment,1588163569,2020-04-29 16:32:49
3345,733,Like,1588165339,2020-04-29 17:02:19
3346,665,Like,1588166160,2020-04-29 17:16:00
3347,692,Comment,1588166353,2020-04-29 17:19:13
3348,693,Emoticon,1588164336,2020-04-29 16:45:36
3349,415,Like,1588165530,2020-04-29 17:05:30
3350,736,Emoticon,1588165073,2020-04-29 16:57:53
3351,706,Emoticon,1588167524,2020-04-29 17:38:44
3352,70,Like,1588167839,2020-04-29 17:43:59
3353,716,Like,1588165035,2020-04-29 16:57:15
3354,703,Emoticon,1588163509,2020-04-29 16:31:49
3355,833,Like,1588161391,2020-04-29 15:56:31
3356,74,Emoticon,1588165892,2020-04-29 17:11:32
3357,720,Like,1588165121,2020-04-29 16:58:41
3358,118,Like,1588165221,2020-04-29 17:00:21
3359,70,Comment,1588165315,2020-04-29 17:01:55
3360,639,Like,1588164001,2020-04-29 16:40:01
3361,65,Comment,1588167418,2020-04-29 17:36:58
3362,17,Comment,1588167677,2020-04-29 17:41:17
3363,764,Emoticon,1588165329,2020-04-29 17:02:09
3364,118,Like,1588164615,2020-04-29 16:50:15
3365,711,Emoticon,1588163053,2020-04-29 16:24:13
3366,711,Like,1588165038,2020-04-29 16:57:18
3367,17,Like,1588165631,2020-04-29 17:07:11
3368,728,Comment,1588168029,2020-04-29 17:47:09
3369,71,Emoticon,1588167206,2020-04-29 17:33:26
3370,670,Comment,1588165742,2020-04-29 17:09:02
3371,676,Comment,1588166937,2020-04-29 17:28:57
3372,646,Comment,1588163906,2020-04-29 16:38:26
3373,833,Comment,1588163252,2020-04-29 16:27:32
3374,668,Like,1588163024,2020-04-29 16:23:44
3375,662,Like,1588166609,2020-04-29 17:23:29
3376,644,Comment,1588160813,2020-04-29 15:46:53
3377,704,Emoticon,1588164673,2020-04-29 16:51:13
3378,710,Comment,1588166149,2020-04-29 17:15:49
3379,669,Emoticon,1588162950,2020-04-29 16:22:30
3380,723,Like,1588162939,2020-04-29 16:22:19
3381,735,Comment,1588164063,2020-04-29 16:41:03
3382,638,Comment,1588166939,2020-04-29 17:28:59
3383,652,Comment,1588165495,2020-04-29 17:04:55
3384,639,Like,1588167383,2020-04-29 17:36:23
3385,727,Emoticon,1588164194,2020-04-29 16:43:14
3386,700,Like,1588162830,2020-04-29 16:20:30
3387,674,Like,1588162132,2020-04-29 16:08:52
3388,662,Emoticon,1588166786,2020-04-29 17:26:26
3389,637,Emoticon,1588159581,2020-04-29 15:26:21
3390,674,Emoticon,1588161954,2020-04-29 16:05:54
3391,646,Comment,1588163404,2020-04-29 16:30:04
3392,661,Like,1588165615,2020-04-29 17:06:55
3393,656,Comment,1588164009,2020-04-29 16:40:09
3394,118,Comment,1588162817,2020-04-29 16:20:17
3395,640,Comment,1588165312,2020-04-29 17:01:52
3396,731,Comment,1588163516,2020-04-29 16:31:56
3397,833,Like,1588166545,2020-04-29 17:22:25
3398,640,Emoticon,1588163040,2020-04-29 16:24:00
3399,681,Emoticon,1588162560,2020-04-29 16:16:00
3400,679,Comment,1588165591,2020-04-29 17:06:31
3401,714,Comment,1588164442,2020-04-29 16:47:22
3402,669,Like,1588165142,2020-04-29 16:59:02
3403,668,Emoticon,1588167711,2020-04-29 17:41:51
3404,730,Like,1588166459,2020-04-29 17:20:59
3405,639,Comment,1588163725,2020-04-29 16:35:25
3406,685,Like,1588168854,2020-04-29 18:00:54
3407,653,Comment,1588165452,2020-04-29 17:04:12
3408,714,Emoticon,1588163716,2020-04-29 16:35:16
3409,686,Like,1588165508,2020-04-29 17:05:08
3410,709,Like,1588167019,2020-04-29 17:30:19
3411,732,Emoticon,1588164390,2020-04-29 16:46:30
3412,671,Emoticon,1588164187,2020-04-29 16:43:07
3413,696,Like,1588169058,2020-04-29 18:04:18
3414,670,Emoticon,1588165561,2020-04-29 17:06:01
3415,701,Emoticon,1588161121,2020-04-29 15:52:01
3416,65,Comment,1588164638,2020-04-29 16:50:38
3417,717,Emoticon,1588166717,2020-04-29 17:25:17
3418,734,Comment,1588163886,2020-04-29 16:38:06
3419,673,Emoticon,1588164901,2020-04-29 16:55:01
3420,674,Emoticon,1588163157,2020-04-29 16:25:57
3421,647,Emoticon,1588162719,2020-04-29 16:18:39
3422,646,Comment,1588164872,2020-04-29 16:54:32
3423,658,Like,1588164577,2020-04-29 16:49:37
3424,689,Emoticon,1588166438,2020-04-29 17:20:38
3425,637,Like,1588164384,2020-04-29 16:46:24
3426,680,Like,1588164768,2020-04-29 16:52:48
3427,731,Comment,1588165604,2020-04-29 17:06:44
3428,673,Emoticon,1588161744,2020-04-29 16:02:24
3429,715,Like,1588163987,2020-04-29 16:39:47
3430,693,Like,1588166216,2020-04-29 17:16:56
3431,735,Like,1588163890,2020-04-29 16:38:10
3432,737,Emoticon,1588163271,2020-04-29 16:27:51
3433,643,Like,1588165971,2020-04-29 17:12:51
3434,703,Emoticon,1588165960,2020-04-29 17:12:40
3435,654,Emoticon,1588163004,2020-04-29 16:23:24
3436,698,Comment,1588168207,2020-04-29 17:50:07
3437,118,Emoticon,1588164944,2020-04-29 16:55:44
3438,287,Like,1588165537,2020-04-29 17:05:37
3439,415,Comment,1588165540,2020-04-29 17:05:40
3440,649,Comment,1588166379,2020-04-29 17:19:39
3441,677,Comment,1588163359,2020-04-29 16:29:19
3442,666,Like,1588168300,2020-04-29 17:51:40
3443,718,Like,1588164921,2020-04-29 16:55:21
3444,707,Like,1588166991,2020-04-29 17:29:51
3445,675,Like,1588168432,2020-04-29 17:53:52
3446,706,Like,1588166020,2020-04-29 17:13:40
3447,674,Emoticon,1588163641,2020-04-29 16:34:01
3448,687,Like,1588163672,2020-04-29 16:34:32
3449,118,Like,1588167939,2020-04-29 17:45:39
3450,678,Like,1588163347,2020-04-29 16:29:07
3451,658,Comment,1588166993,2020-04-29 17:29:53
3452,682,Comment,1588163702,2020-04-29 16:35:02
3453,696,Comment,1588166846,2020-04-29 17:27:26
3454,702,Emoticon,1588164396,2020-04-29 16:46:36
3455,666,Like,1588165164,2020-04-29 16:59:24
3456,640,Emoticon,1588167448,2020-04-29 17:37:28
3457,702,Comment,1588165874,2020-04-29 17:11:14
3458,737,Emoticon,1588167606,2020-04-29 17:40:06
3459,665,Comment,1588163398,2020-04-29 16:29:58
3460,653,Like,1588163589,2020-04-29 16:33:09
3461,677,Like,1588167674,2020-04-29 17:41:14
3462,724,Emoticon,1588166455,2020-04-29 17:20:55
3463,676,Emoticon,1588166165,2020-04-29 17:16:05
3464,708,Emoticon,1588167831,2020-04-29 17:43:51
3465,667,Like,1588164795,2020-04-29 16:53:15
3466,653,Emoticon,1588167644,2020-04-29 17:40:44
3467,692,Like,1588167950,2020-04-29 17:45:50
3468,695,Comment,1588164887,2020-04-29 16:54:47
3469,689,Emoticon,1588162983,2020-04-29 16:23:03
3470,650,Comment,1588162644,2020-04-29 16:17:24
3471,664,Comment,1588168289,2020-04-29 17:51:29
3472,705,Comment,1588164855,2020-04-29 16:54:15
3473,692,Comment,1588163876,2020-04-29 16:37:56
3474,68,Comment,1588164753,2020-04-29 16:52:33
3475,643,Emoticon,1588162348,2020-04-29 16:12:28
3476,684,Like,1588162703,2020-04-29 16:18:23
3477,698,Like,1588166739,2020-04-29 17:25:39
3478,650,Emoticon,1588163743,2020-04-29 16:35:43
3479,677,Comment,1588166282,2020-04-29 17:18:02
3480,692,Like,1588165405,2020-04-29 17:03:25
3481,642,Comment,1588167543,2020-04-29 17:39:03
3482,73,Emoticon,1588164151,2020-04-29 16:42:31
3483,71,Comment,1588164822,2020-04-29 16:53:42
3484,75,Emoticon,1588167388,2020-04-29 17:36:28
3485,465,Emoticon,1588167721,2020-04-29 17:42:01
3486,643,Like,1588165018,2020-04-29 16:56:58
3487,703,Like,1588167216,2020-04-29 17:33:36
3488,634,Comment,1588165566,2020-04-29 17:06:06
3489,672,Emoticon,1588165512,2020-04-29 17:05:12
3490,728,Emoticon,1588164199,2020-04-29 16:43:19
3491,663,Like,1588162933,2020-04-29 16:22:13
3492,728,Comment,1588166396,2020-04-29 17:19:56
3493,688,Emoticon,1588166947,2020-04-29 17:29:07
3494,699,Comment,1588166352,2020-04-29 17:19:12
3495,726,Emoticon,1588164969,2020-04-29 16:56:09
3496,764,Emoticon,1588163169,2020-04-29 16:26:09
3497,720,Like,1588165981,2020-04-29 17:13:01
3498,718,Emoticon,1588166785,2020-04-29 17:26:25
3499,723,Emoticon,1588164106,2020-04-29 16:41:46
3500,669,Comment,1588163881,2020-04-29 16:38:01
3501,658,Comment,1588161247,2020-04-29 15:54:07
3502,642,Emoticon,1588162900,2020-04-29 16:21:40
3503,647,Like,1588165611,2020-04-29 17:06:51
3504,687,Emoticon,1588164476,2020-04-29 16:47:56
3505,707,Emoticon,1588166418,2020-04-29 17:20:18
3506,649,Emoticon,1588163531,2020-04-29 16:32:11
3507,639,Comment,1588165310,2020-04-29 17:01:50
3508,736,Emoticon,1588165373,2020-04-29 17:02:53
3509,717,Like,1588163383,2020-04-29 16:29:43
3510,730,Like,1588166834,2020-04-29 17:27:14
3511,833,Like,1588166317,2020-04-29 17:18:37
3512,701,Emoticon,1588165060,2020-04-29 16:57:40
3513,713,Like,1588167832,2020-04-29 17:43:52
3514,652,Comment,1588167575,2020-04-29 17:39:35
3515,287,Like,1588165777,2020-04-29 17:09:37
3516,695,Comment,1588164291,2020-04-29 16:44:51
3517,672,Like,1588167707,2020-04-29 17:41:47
3518,67,Emoticon,1588164363,2020-04-29 16:46:03
3519,722,Emoticon,1588163216,2020-04-29 16:26:56
3520,652,Emoticon,1588163842,2020-04-29 16:37:22
3521,686,Emoticon,1588168305,2020-04-29 17:51:45
3522,703,Like,1588166199,2020-04-29 17:16:39
3523,690,Emoticon,1588161404,2020-04-29 15:56:44
3524,674,Emoticon,1588167124,2020-04-29 17:32:04
3525,808,Emoticon,1588165717,2020-04-29 17:08:37
3526,725,Emoticon,1588164430,2020-04-29 16:47:10
3527,722,Comment,1588167588,2020-04-29 17:39:48
3528,703,Emoticon,1588166258,2020-04-29 17:17:38
3529,687,Like,1588163721,2020-04-29 16:35:21
3530,710,Comment,1588166099,2020-04-29 17:14:59
3531,702,Like,1588164936,2020-04-29 16:55:36
3532,687,Like,1588163949,2020-04-29 16:39:09
3533,67,Like,1588166694,2020-04-29 17:24:54
3534,690,Like,1588167574,2020-04-29 17:39:34
3535,696,Emoticon,1588164482,2020-04-29 16:48:02
3536,686,Like,1588163969,2020-04-29 16:39:29
3537,764,Comment,1588165252,2020-04-29 17:00:52
3538,713,Emoticon,1588164721,2020-04-29 16:52:01
3539,641,Comment,1588171740,2020-04-29 18:49:00
3540,693,Comment,1588164430,2020-04-29 16:47:10
3541,649,Like,1588164954,2020-04-29 16:55:54
3542,635,Like,1588163659,2020-04-29 16:34:19
3543,641,Emoticon,1588166353,2020-04-29 17:19:13
3544,638,Emoticon,1588166514,2020-04-29 17:21:54
3545,644,Emoticon,1588165438,2020-04-29 17:03:58
3546,680,Like,1588163460,2020-04-29 16:31:00
3547,731,Like,1588165575,2020-04-29 17:06:15
3548,672,Comment,1588163911,2020-04-29 16:38:31
3549,711,Emoticon,1588163974,2020-04-29 16:39:34
3550,69,Emoticon,1588164182,2020-04-29 16:43:02
3551,713,Emoticon,1588164789,2020-04-29 16:53:09
3552,644,Comment,1588165615,2020-04-29 17:06:55
3553,707,Like,1588164488,2020-04-29 16:48:08
3554,652,Comment,1588166490,2020-04-29 17:21:30
3555,663,Comment,1588164175,2020-04-29 16:42:55
3556,715,Comment,1588164602,2020-04-29 16:50:02
3557,642,Emoticon,1588165439,2020-04-29 17:03:59
3558,74,Emoticon,1588164809,2020-04-29 16:53:29
3559,118,Emoticon,1588164967,2020-04-29 16:56:07
3560,658,Comment,1588161893,2020-04-29 16:04:53
3561,663,Like,1588166041,2020-04-29 17:14:01
3562,706,Like,1588165242,2020-04-29 17:00:42
3563,707,Emoticon,1588166261,2020-04-29 17:17:41
3564,655,Comment,1588164882,2020-04-29 16:54:42
3565,65,Emoticon,1588163537,2020-04-29 16:32:17
3566,710,Like,1588166062,2020-04-29 17:14:22
3567,737,Like,1588165772,2020-04-29 17:09:32
3568,687,Emoticon,1588166491,2020-04-29 17:21:31
3569,66,Like,1588161668,2020-04-29 16:01:08
3570,687,Like,1588163403,2020-04-29 16:30:03
3571,673,Like,1588163349,2020-04-29 16:29:09
3572,724,Like,1588164462,2020-04-29 16:47:42
3573,681,Like,1588163683,2020-04-29 16:34:43
3574,735,Like,1588168015,2020-04-29 17:46:55
3575,703,Comment,1588166174,2020-04-29 17:16:14
3576,705,Like,1588163306,2020-04-29 16:28:26
3577,656,Emoticon,1588165962,2020-04-29 17:12:42
3578,66,Like,1588164464,2020-04-29 16:47:44
3579,718,Emoticon,1588170565,2020-04-29 18:29:25
3580,74,Emoticon,1588164392,2020-04-29 16:46:32
3581,691,Emoticon,1588162493,2020-04-29 16:14:53
3582,698,Emoticon,1588163964,2020-04-29 16:39:24
3583,642,Like,1588166447,2020-04-29 17:20:47
3584,720,Comment,1588168270,2020-04-29 17:51:10
3585,729,Emoticon,1588164965,2020-04-29 16:56:05
3586,69,Comment,1588167099,2020-04-29 17:31:39
3587,653,Like,1588164687,2020-04-29 16:51:27
3588,736,Like,1588166725,2020-04-29 17:25:25
3589,680,Comment,1588166698,2020-04-29 17:24:58
3590,639,Emoticon,1588162402,2020-04-29 16:13:22
3591,706,Comment,1588167344,2020-04-29 17:35:44
3592,686,Like,1588166656,2020-04-29 17:24:16
3593,735,Emoticon,1588166258,2020-04-29 17:17:38
3594,699,Comment,1588165111,2020-04-29 16:58:31
3595,668,Like,1588166335,2020-04-29 17:18:55
3596,700,Like,1588165286,2020-04-29 17:01:26
3597,710,Emoticon,1588166811,2020-04-29 17:26:51
3598,678,Emoticon,1588168482,2020-04-29 17:54:42
3599,808,Like,1588165935,2020-04-29 17:12:15
3600,686,Like,1588161680,2020-04-29 16:01:20
3601,723,Comment,1588168113,2020-04-29 17:48:33
3602,641,Emoticon,1588165426,2020-04-29 17:03:46
3603,728,Comment,1588167844,2020-04-29 17:44:04
3604,677,Comment,1588166197,2020-04-29 17:16:37
3605,726,Comment,1588165805,2020-04-29 17:10:05
3606,75,Comment,1588162786,2020-04-29 16:19:46
3607,722,Comment,1588167004,2020-04-29 17:30:04
3608,734,Comment,1588161889,2020-04-29 16:04:49
3609,678,Like,1588166014,2020-04-29 17:13:34
3610,717,Emoticon,1588162912,2020-04-29 16:21:52
3611,696,Comment,1588164327,2020-04-29 16:45:27
3612,686,Like,1588163816,2020-04-29 16:36:56
3613,658,Comment,1588162065,2020-04-29 16:07:45
3614,645,Like,1588163223,2020-04-29 16:27:03
3615,634,Comment,1588164635,2020-04-29 16:50:35
3616,676,Emoticon,1588158958,2020-04-29 15:15:58
3617,673,Emoticon,1588165032,2020-04-29 16:57:12
3618,639,Like,1588166783,2020-04-29 17:26:23
3619,833,Emoticon,1588166609,2020-04-29 17:23:29
3620,667,Comment,1588164194,2020-04-29 16:43:14
3621,682,Emoticon,1588163279,2020-04-29 16:27:59
3622,679,Like,1588162827,2020-04-29 16:20:27
3623,705,Comment,1588163661,2020-04-29 16:34:21
3624,672,Comment,1588165009,2020-04-29 16:56:49
3625,666,Like,1588162396,2020-04-29 16:13:16
3626,736,Emoticon,1588164151,2020-04-29 16:42:31
3627,661,Like,1588166028,2020-04-29 17:13:48
3628,73,Emoticon,1588162588,2020-04-29 16:16:28
3629,653,Comment,1588162844,2020-04-29 16:20:44
3630,707,Comment,1588163407,2020-04-29 16:30:07
3631,651,Comment,1588163941,2020-04-29 16:39:01
3632,662,Comment,1588163489,2020-04-29 16:31:29
3633,722,Like,1588163523,2020-04-29 16:32:03
3634,651,Like,1588165520,2020-04-29 17:05:20
3635,721,Emoticon,1588165405,2020-04-29 17:03:25
3636,663,Emoticon,1588167708,2020-04-29 17:41:48
3637,729,Comment,1588160980,2020-04-29 15:49:40
3638,833,Like,1588167375,2020-04-29 17:36:15
3639,685,Comment,1588164674,2020-04-29 16:51:14
3640,659,Comment,1588166191,2020-04-29 17:16:31
3641,721,Like,1588166645,2020-04-29 17:24:05
3642,669,Emoticon,1588164453,2020-04-29 16:47:33
3643,723,Comment,1588163749,2020-04-29 16:35:49
3644,707,Like,1588162159,2020-04-29 16:09:19
3645,659,Like,1588166555,2020-04-29 17:22:35
3646,833,Comment,1588166974,2020-04-29 17:29:34
3647,642,Comment,1588164051,2020-04-29 16:40:51
3648,728,Like,1588159804,2020-04-29 15:30:04
3649,667,Comment,1588164731,2020-04-29 16:52:11
3650,716,Like,1588167780,2020-04-29 17:43:00
3651,684,Comment,1588165472,2020-04-29 17:04:32
3652,675,Emoticon,1588165973,2020-04-29 17:12:53
3653,635,Emoticon,1588169055,2020-04-29 18:04:15
3654,71,Comment,1588166578,2020-04-29 17:22:58
3655,689,Comment,1588167736,2020-04-29 17:42:16
3656,635,Comment,1588164656,2020-04-29 16:50:56
3657,734,Like,1588164704,2020-04-29 16:51:44
3658,708,Comment,1588164340,2020-04-29 16:45:40
3659,725,Like,1588166898,2020-04-29 17:28:18
3660,734,Like,1588166908,2020-04-29 17:28:28
3661,730,Like,1588166364,2020-04-29 17:19:24
3662,648,Emoticon,1588163006,2020-04-29 16:23:26
3663,70,Emoticon,1588164585,2020-04-29 16:49:45
3664,69,Emoticon,1588166464,2020-04-29 17:21:04
3665,73,Emoticon,1588166244,2020-04-29 17:17:24
3666,636,Comment,1588163550,2020-04-29 16:32:30
3667,726,Like,1588166689,2020-04-29 17:24:49
3668,691,Like,1588163388,2020-04-29 16:29:48
3669,689,Emoticon,1588167199,2020-04-29 17:33:19
3670,664,Like,1588166127,2020-04-29 17:15:27
3671,697,Emoticon,1588165193,2020-04-29 16:59:53
3672,637,Emoticon,1588166536,2020-04-29 17:22:16
3673,690,Like,1588166996,2020-04-29 17:29:56
3674,662,Like,1588167032,2020-04-29 17:30:32
3675,716,Comment,1588164694,2020-04-29 16:51:34
3676,734,Like,1588166025,2020-04-29 17:13:45
3677,637,Emoticon,1588164348,2020-04-29 16:45:48
3678,737,Emoticon,1588164969,2020-04-29 16:56:09
3679,659,Like,1588161347,2020-04-29 15:55:47
3680,695,Emoticon,1588162930,2020-04-29 16:22:10
3681,689,Emoticon,1588167710,2020-04-29 17:41:50
3682,705,Emoticon,1588163795,2020-04-29 16:36:35
3683,715,Emoticon,1588162985,2020-04-29 16:23:05
3684,287,Like,1588167448,2020-04-29 17:37:28
3685,711,Comment,1588167036,2020-04-29 17:30:36
3686,717,Comment,1588163792,2020-04-29 16:36:32
3687,673,Like,1588166115,2020-04-29 17:15:15
3688,683,Like,1588165958,2020-04-29 17:12:38
3689,72,Like,1588165733,2020-04-29 17:08:53
3690,651,Emoticon,1588165560,2020-04-29 17:06:00
3691,688,Emoticon,1588164149,2020-04-29 16:42:29
3692,118,Emoticon,1588165248,2020-04-29 17:00:48
3693,644,Comment,1588167137,2020-04-29 17:32:17
3694,516,Emoticon,1588165346,2020-04-29 17:02:26
3695,17,Comment,1588162868,2020-04-29 16:21:08
3696,710,Like,1588166432,2020-04-29 17:20:32
3697,713,Comment,1588163382,2020-04-29 16:29:42
3698,703,Emoticon,1588168064,2020-04-29 17:47:44
3699,642,Emoticon,1588165152,2020-04-29 16:59:12
3700,721,Comment,1588167643,2020-04-29 17:40:43
3701,677,Comment,1588164149,2020-04-29 16:42:29
3702,287,Comment,1588163821,2020-04-29 16:37:01
3703,704,Emoticon,1588165888,2020-04-29 17:11:28
3704,654,Like,1588165154,2020-04-29 16:59:14
3705,701,Like,1588165524,2020-04-29 17:05:24
3706,718,Like,1588166669,2020-04-29 17:24:29
3707,666,Comment,1588166767,2020-04-29 17:26:07
3708,75,Emoticon,1588165525,2020-04-29 17:05:25
3709,71,Emoticon,1588164340,2020-04-29 16:45:40
3710,415,Like,1588166120,2020-04-29 17:15:20
3711,682,Emoticon,1588166701,2020-04-29 17:25:01
3712,723,Emoticon,1588168859,2020-04-29 18:00:59
3713,690,Emoticon,1588165042,2020-04-29 16:57:22
3714,691,Like,1588165339,2020-04-29 17:02:19
3715,695,Comment,1588167013,2020-04-29 17:30:13
3716,677,Comment,1588165824,2020-04-29 17:10:24
3717,118,Emoticon,1588162941,2020-04-29 16:22:21
3718,666,Emoticon,1588167344,2020-04-29 17:35:44
3719,715,Like,1588162605,2020-04-29 16:16:45
3720,728,Comment,1588164296,2020-04-29 16:44:56
3721,658,Comment,1588166257,2020-04-29 17:17:37
3722,638,Comment,1588166509,2020-04-29 17:21:49
3723,711,Like,1588166156,2020-04-29 17:15:56
3724,722,Emoticon,1588168721,2020-04-29 17:58:41
3725,657,Emoticon,1588165491,2020-04-29 17:04:51
3726,713,Emoticon,1588166704,2020-04-29 17:25:04
3727,671,Comment,1588165652,2020-04-29 17:07:32
3728,731,Emoticon,1588163697,2020-04-29 16:34:57
3729,711,Comment,1588166660,2020-04-29 17:24:20
3730,691,Emoticon,1588168813,2020-04-29 18:00:13
3731,718,Comment,1588162528,2020-04-29 16:15:28
3732,703,Emoticon,1588166514,2020-04-29 17:21:54
3733,65,Comment,1588167119,2020-04-29 17:31:59
3734,732,Emoticon,1588169341,2020-04-29 18:09:01
3735,665,Comment,1588162602,2020-04-29 16:16:42
3736,728,Comment,1588165498,2020-04-29 17:04:58
3737,642,Comment,1588165524,2020-04-29 17:05:24
3738,642,Like,1588164713,2020-04-29 16:51:53
3739,669,Like,1588165884,2020-04-29 17:11:24
3740,716,Like,1588166022,2020-04-29 17:13:42
3741,642,Like,1588164068,2020-04-29 16:41:08
3742,635,Comment,1588161816,2020-04-29 16:03:36
3743,639,Comment,1588164498,2020-04-29 16:48:18
3744,660,Emoticon,1588164784,2020-04-29 16:53:04
3745,665,Emoticon,1588167830,2020-04-29 17:43:50
3746,644,Emoticon,1588166391,2020-04-29 17:19:51
3747,696,Emoticon,1588163552,2020-04-29 16:32:32
3748,649,Comment,1588163381,2020-04-29 16:29:41
3749,723,Emoticon,1588163562,2020-04-29 16:32:42
3750,668,Emoticon,1588161697,2020-04-29 16:01:37
3751,673,Like,1588163208,2020-04-29 16:26:48
3752,75,Emoticon,1588164856,2020-04-29 16:54:16
3753,717,Emoticon,1588163793,2020-04-29 16:36:33
3754,709,Comment,1588162229,2020-04-29 16:10:29
3755,693,Emoticon,1588161100,2020-04-29 15:51:40
3756,679,Like,1588163638,2020-04-29 16:33:58
3757,635,Like,1588164773,2020-04-29 16:52:53
3758,734,Emoticon,1588163485,2020-04-29 16:31:25
3759,658,Emoticon,1588164114,2020-04-29 16:41:54
3760,643,Comment,1588169510,2020-04-29 18:11:50
3761,692,Emoticon,1588165341,2020-04-29 17:02:21
3762,713,Like,1588164171,2020-04-29 16:42:51
3763,655,Emoticon,1588165557,2020-04-29 17:05:57
3764,653,Emoticon,1588165578,2020-04-29 17:06:18
3765,287,Comment,1588164952,2020-04-29 16:55:52
3766,68,Emoticon,1588167847,2020-04-29 17:44:07
3767,637,Like,1588165291,2020-04-29 17:01:31
3768,686,Like,1588165801,2020-04-29 17:10:01
3769,642,Comment,1588166029,2020-04-29 17:13:49
3770,634,Like,1588163443,2020-04-29 16:30:43
3771,737,Like,1588165346,2020-04-29 17:02:26
3772,640,Comment,1588164038,2020-04-29 16:40:38
3773,287,Like,1588164549,2020-04-29 16:49:09
3774,75,Like,1588167397,2020-04-29 17:36:37
3775,74,Comment,1588166093,2020-04-29 17:14:53
3776,718,Like,1588168342,2020-04-29 17:52:22
3777,647,Comment,1588168578,2020-04-29 17:56:18
3778,665,Like,1588163391,2020-04-29 16:29:51
3779,642,Comment,1588168312,2020-04-29 17:51:52
3780,699,Like,1588165258,2020-04-29 17:00:58
3781,728,Emoticon,1588163763,2020-04-29 16:36:03
3782,67,Emoticon,1588165192,2020-04-29 16:59:52
3783,727,Emoticon,1588165322,2020-04-29 17:02:02
3784,670,Emoticon,1588166597,2020-04-29 17:23:17
3785,716,Emoticon,1588164738,2020-04-29 16:52:18
3786,737,Emoticon,1588166055,2020-04-29 17:14:15
3787,657,Emoticon,1588167808,2020-04-29 17:43:28
3788,703,Like,1588166761,2020-04-29 17:26:01
3789,720,Emoticon,1588166229,2020-04-29 17:17:09
3790,708,Comment,1588166091,2020-04-29 17:14:51
3791,717,Like,1588166401,2020-04-29 17:20:01
3792,658,Comment,1588165034,2020-04-29 16:57:14
3793,653,Emoticon,1588163352,2020-04-29 16:29:12
3794,733,Like,1588165324,2020-04-29 17:02:04
3795,465,Comment,1588165648,2020-04-29 17:07:28
3796,647,Like,1588167023,2020-04-29 17:30:23
3797,634,Like,1588166977,2020-04-29 17:29:37
3798,695,Like,1588164690,2020-04-29 16:51:30
3799,676,Comment,1588167366,2020-04-29 17:36:06
3800,675,Like,1588164409,2020-04-29 16:46:49
3801,75,Like,1588166915,2020-04-29 17:28:35
3802,702,Comment,1588163533,2020-04-29 16:32:13
3803,723,Comment,1588162849,2020-04-29 16:20:49
3804,680,Emoticon,1588164728,2020-04-29 16:52:08
3805,672,Emoticon,1588164704,2020-04-29 16:51:44
3806,668,Comment,1588166330,2020-04-29 17:18:50
3807,672,Like,1588162424,2020-04-29 16:13:44
3808,714,Comment,1588166057,2020-04-29 17:14:17
3809,73,Comment,1588163501,2020-04-29 16:31:41
3810,721,Like,1588165395,2020-04-29 17:03:15
3811,287,Comment,1588162673,2020-04-29 16:17:53
3812,706,Comment,1588165935,2020-04-29 17:12:15
3813,672,Comment,1588163892,2020-04-29 16:38:12
3814,718,Comment,1588163749,2020-04-29 16:35:49
3815,735,Emoticon,1588166764,2020-04-29 17:26:04
3816,733,Comment,1588162406,2020-04-29 16:13:26
3817,733,Like,1588167070,2020-04-29 17:31:10
3818,673,Comment,1588166886,2020-04-29 17:28:06
3819,694,Emoticon,1588161798,2020-04-29 16:03:18
3820,689,Like,1588164535,2020-04-29 16:48:55
3821,118,Comment,1588165906,2020-04-29 17:11:46
3822,702,Comment,1588166085,2020-04-29 17:14:45
3823,723,Emoticon,1588164813,2020-04-29 16:53:33
3824,668,Emoticon,1588161797,2020-04-29 16:03:17
3825,717,Like,1588163869,2020-04-29 16:37:49
3826,663,Comment,1588162468,2020-04-29 16:14:28
3827,637,Emoticon,1588167738,2020-04-29 17:42:18
3828,693,Comment,1588162689,2020-04-29 16:18:09
3829,671,Like,1588165285,2020-04-29 17:01:25
3830,686,Emoticon,1588165737,2020-04-29 17:08:57
3831,712,Like,1588164848,2020-04-29 16:54:08
3832,655,Like,1588166992,2020-04-29 17:29:52
3833,682,Comment,1588166351,2020-04-29 17:19:11
3834,697,Comment,1588163373,2020-04-29 16:29:33
3835,652,Emoticon,1588166299,2020-04-29 17:18:19
3836,735,Emoticon,1588164106,2020-04-29 16:41:46
3837,697,Comment,1588163747,2020-04-29 16:35:47
3838,639,Comment,1588165981,2020-04-29 17:13:01
3839,720,Comment,1588162211,2020-04-29 16:10:11
3840,645,Emoticon,1588165816,2020-04-29 17:10:16
3841,737,Comment,1588166784,2020-04-29 17:26:24
3842,671,Emoticon,1588167041,2020-04-29 17:30:41
3843,719,Comment,1588163369,2020-04-29 16:29:29
3844,638,Like,1588161276,2020-04-29 15:54:36
