ID,Friend 1,Friend 2
2138,230,939
2139,230,971
2140,230,726
2141,230,316
2142,230,73
2143,231,695
2144,231,195
2145,231,455
2146,231,702
2147,231,929
2148,231,2
2149,231,298
2150,232,234
2151,232,398
2152,232,32
2153,232,957
2154,232,791
2155,233,396
2156,233,997
2157,233,608
2158,233,624
2159,233,669
2160,233,314
2161,233,307
2162,233,726
2163,233,397
2164,233,726
2165,233,285
2166,233,994
2167,233,132
2168,233,108
2169,234,692
2170,234,752
2171,234,699
2172,234,473
2173,234,297
2174,234,688
2175,234,219
2176,234,316
2177,234,432
2178,235,393
2179,235,150
2180,235,760
2181,235,36
2182,235,607
2183,235,248
2184,235,706
2185,235,823
2186,235,550
2187,236,788
2188,236,483
2189,236,875
2190,236,498
2191,236,705
2192,236,480
2193,236,436
2194,237,308
2195,237,393
2196,237,411
2197,237,867
2198,237,335
2199,237,62
2200,237,322
2201,237,615
2202,237,420
2203,237,299
2204,237,665
2205,237,972
2206,238,15
2207,238,939
2208,238,631
2209,238,268
2210,238,285
2211,238,589
2212,238,312
2213,238,898
2214,238,744
2215,238,504
2216,239,512
2217,239,493
2218,239,796
2219,239,996
2220,239,80
2221,239,775
2222,239,414
2223,239,804
2224,239,204
2225,239,207
2226,240,580
2227,240,27
2228,240,428
2229,240,229
2230,240,842
2231,240,60
2232,240,776
2233,240,561
2234,240,906
2235,240,975
2236,240,238
2237,240,396
2238,240,845
2239,240,69
2240,241,685
2241,241,785
2242,241,954
2243,241,306
2244,241,404
2245,241,614
2246,241,492
2247,241,278
2248,241,424
2249,241,25
2250,241,618
2251,242,426
2252,242,176
2253,242,956
2254,242,796
2255,242,92
2256,242,476
2257,242,173
2258,242,103
2259,242,659
2260,242,84
2261,243,573
2262,243,726
2263,243,86
2264,243,618
2265,243,273
2266,243,430
2267,244,401
2268,244,122
2269,244,19
2270,244,745
2271,244,850
2272,244,597
2273,244,391
2274,244,868
2275,244,286
2276,244,584
2277,244,125
2278,244,710
2279,244,144
2280,245,882
2281,245,968
2282,245,546
2283,245,12
2284,245,692
2285,245,809
2286,245,982
2287,245,275
2288,245,188
2289,245,712
2290,245,554
2291,246,461
2292,246,878
2293,246,49
2294,246,126
2295,246,55
2296,246,175
2297,246,567
2298,246,706
2299,246,912
2300,246,987
2301,246,127
2302,246,562
2303,246,239
2304,247,339
2305,247,810
2306,247,780
2307,247,860
2308,247,664
2309,247,477
2310,247,819
2311,247,755
2312,247,391
2313,247,667
2314,247,33
2315,247,730
2316,248,845
2317,248,401
2318,248,302
2319,248,328
2320,248,885
2321,248,417
2322,249,451
2323,249,552
2324,249,977
2325,249,665
2326,249,883
2327,249,57
2328,249,928
2329,249,739
2330,249,76
2331,250,40
2332,250,427
2333,250,937
2334,250,657
2335,250,334
2336,250,847
2337,250,706
2338,250,58
2339,250,407
2340,250,215
2341,250,11
2342,250,156
2343,250,128
2344,250,284
2345,251,696
2346,251,99
2347,251,959
2348,251,51
2349,251,284
2350,251,138
2351,251,404
2352,251,322
2353,251,357
2354,251,106
2355,252,444
2356,252,55
2357,252,624
2358,252,570
2359,252,788
2360,252,214
2361,252,681
2362,252,435
2363,252,382
2364,253,165
2365,253,647
2366,253,851
2367,253,721
2368,253,446
2369,253,182
2370,253,47
2371,253,450
2372,253,44
2373,253,803
2374,253,59
2375,253,959
2376,253,168
2377,254,667
2378,254,498
2379,254,508
2380,254,288
2381,254,845
2382,254,757
2383,254,993
2384,254,268
2385,254,767
2386,255,76
2387,255,142
2388,255,692
2389,255,778
2390,255,45
2391,256,308
2392,256,230
2393,256,20
2394,256,770
2395,256,503
2396,256,73
2397,256,332
2398,256,699
2399,256,581
2400,256,323
2401,256,74
2402,256,156
2403,256,142
2404,257,411
2405,257,713
2406,257,906
2407,257,416
2408,257,362
2409,257,692
2410,257,552
2411,257,77
2412,258,62
2413,258,392
2414,258,820
2415,258,765
2416,258,666
2417,258,671
2418,258,654
2419,259,768
2420,259,571
2421,259,460
2422,259,732
2423,259,619
2424,259,144
2425,259,350
2426,260,190
2427,260,59
2428,260,390
2429,260,657
2430,260,896
2431,260,927
2432,261,233
2433,261,610
2434,261,415
2435,261,954
2436,261,334
2437,261,342
2438,261,601
2439,261,899
2440,261,810
2441,262,18
2442,262,802
2443,262,206
2444,262,456
2445,262,255
2446,262,383
2447,263,600
2448,263,56
2449,263,172
2450,263,796
2451,263,333
2452,263,387
2453,263,905
2454,263,19
2455,263,694
2456,263,105
2457,263,188
2458,263,377
2459,263,744
2460,264,268
2461,264,423
2462,264,341
2463,264,652
2464,264,235
2465,264,500
2466,264,341
2467,264,75
2468,264,78
2469,264,433
2470,264,766
2471,264,220
2472,265,63
2473,265,856
2474,265,73
2475,265,943
2476,265,630
2477,265,747
2478,265,952
2479,266,652
2480,266,116
2481,266,916
2482,266,793
2483,266,563
2484,266,429
2485,267,293
2486,267,518
2487,267,827
2488,267,276
2489,267,986
2490,267,314
2491,267,760
2492,267,893
2493,267,959
2494,267,745
2495,267,977
2496,267,231
2497,267,458
2498,268,437
2499,268,493
2500,268,597
2501,268,218
2502,268,111
2503,268,890
2504,268,830
2505,268,356
2506,268,122
2507,268,409
2508,268,100
2509,268,588
2510,268,455
2511,269,349
2512,269,487
2513,269,983
2514,269,353
2515,269,915
2516,269,230
2517,269,97
2518,270,300
2519,270,633
2520,270,736
2521,270,238
2522,270,373
2523,270,599
2524,270,133
2525,270,459
2526,270,916
2527,271,539
2528,271,143
2529,271,142
2530,271,626
2531,271,505
2532,271,631
2533,272,106
2534,272,562
2535,272,637
2536,272,746
2537,272,673
2538,272,271
2539,272,684
2540,272,473
2541,273,891
2542,273,888
2543,273,972
2544,273,736
2545,273,61
2546,273,59
2547,273,180
2548,273,735
2549,274,385
2550,274,8
2551,274,102
2552,274,382
2553,274,142
2554,274,367
2555,274,587
2556,274,538
2557,274,932
2558,274,1000
2559,275,183
2560,275,247
2561,275,236
2562,275,175
2563,275,847
2564,275,238
2565,275,625
2566,275,869
2567,275,854
2568,276,541
2569,276,39
2570,276,730
2571,276,501
2572,276,534
2573,276,485
2574,277,581
2575,277,647
2576,277,953
2577,277,447
2578,277,923
2579,277,415
2580,277,133
2581,277,761
2582,277,920
2583,277,549
2584,277,78
2585,278,724
2586,278,162
2587,278,80
2588,278,241
2589,278,522
2590,279,327
2591,279,924
2592,279,509
2593,279,747
2594,279,958
2595,279,154
2596,279,295
2597,279,308
2598,279,786
2599,279,596
2600,279,145
2601,279,144
2602,279,896
2603,279,562
2604,280,846
2605,280,397
2606,280,732
2607,280,84
2608,280,880
2609,280,591
2610,280,866
2611,280,205
2612,280,178
2613,280,960
2614,280,271
2615,280,697
2616,280,447
2617,281,317
2618,281,408
2619,281,286
2620,281,775
2621,281,467
2622,281,885
2623,281,526
2624,281,40
2625,281,318
2626,281,290
2627,281,20
2628,282,961
2629,282,661
2630,282,670
2631,282,76
2632,282,551
2633,283,39
2634,283,823
2635,283,43
2636,283,673
2637,283,679
2638,283,649
2639,284,190
2640,284,220
2641,284,548
2642,284,948
2643,284,173
2644,285,659
2645,285,102
2646,285,992
2647,285,775
2648,285,571
2649,285,95
2650,285,438
2651,285,833
2652,285,219
2653,285,384
2654,285,299
2655,285,118
2656,285,407
2657,286,30
2658,286,714
2659,286,227
2660,286,330
2661,286,870
2662,286,184
2663,286,630
2664,286,244
2665,286,676
2666,286,617
2667,286,830
2668,287,914
2669,287,449
2670,287,324
2671,287,722
2672,287,288
2673,287,598
2674,288,840
2675,288,798
2676,288,523
2677,288,291
2678,288,669
2679,288,475
2680,289,737
2681,289,897
2682,289,851
2683,289,365
2684,289,270
2685,289,596
2686,289,897
2687,290,976
2688,290,482
2689,290,757
2690,290,326
2691,290,639
2692,290,405
2693,290,753
2694,290,664
2695,290,307
2696,290,885
2697,290,248
2698,291,638
2699,291,397
2700,291,185
2701,291,985
2702,291,931
2703,291,65
2704,291,432
2705,291,571
2706,291,899
2707,291,364
2708,291,192
2709,291,21
2710,291,120
2711,291,953
2712,292,194
2713,292,76
2714,292,302
2715,292,234
2716,292,320
2717,292,844
2718,292,531
2719,292,472
2720,292,43
2721,293,826
2722,293,791
2723,293,84
2724,293,964
2725,293,632
2726,293,794
2727,294,446
2728,294,524
2729,294,666
2730,294,891
2731,294,474
2732,294,662
2733,294,659
2734,294,49
2735,294,423
2736,295,828
2737,295,151
2738,295,290
2739,295,416
2740,295,194
2741,296,587
2742,296,982
2743,296,949
2744,296,882
2745,296,714
2746,296,705
2747,297,515
2748,297,483
2749,297,371
2750,297,329
2751,297,265
2752,297,260
2753,297,549
2754,298,66
2755,298,21
2756,298,58
2757,298,949
2758,298,62
2759,298,785
2760,299,444
2761,299,136
2762,299,460
2763,299,760
2764,299,509
2765,299,352
2766,299,505
2767,299,605
2768,300,804
2769,300,475
2770,300,225
2771,300,327
2772,300,70
2773,300,497
2774,300,427
2775,300,200
2776,301,475
2777,301,536
2778,301,849
2779,301,13
2780,301,992
2781,301,84
2782,301,721
2783,301,112
2784,302,941
2785,302,152
2786,302,965
2787,302,212
2788,302,771
2789,302,126
2790,302,971
2791,302,650
2792,302,464
2793,302,66
2794,302,135
2795,302,116
2796,302,310
2797,303,4
2798,303,53
2799,303,292
2800,303,187
2801,303,14
2802,303,78
2803,303,511
2804,303,408
2805,303,150
2806,304,400
2807,304,1
2808,304,197
2809,304,172
2810,304,758
2811,304,164
2812,304,686
2813,304,71
2814,304,586
2815,304,260
2816,304,500
2817,304,826
2818,305,398
2819,305,137
2820,305,410
2821,305,503
2822,305,298
2823,305,251
2824,305,911
2825,305,319
2826,305,389
2827,305,1
2828,305,503
2829,306,636
2830,306,330
2831,306,429
2832,306,766
2833,306,325
2834,306,805
2835,306,591
2836,306,191
2837,306,254
2838,306,176
2839,306,230
2840,306,954
2841,306,975
2842,306,719
2843,307,893
2844,307,979
2845,307,512
2846,307,123
2847,307,824
2848,307,672
2849,307,427
2850,308,262
2851,308,939
2852,308,506
2853,308,705
2854,308,399
2855,308,528
2856,308,733
2857,308,740
2858,308,786
2859,308,402
2860,308,119
2861,308,115
2862,308,354
2863,308,552
2864,309,511
2865,309,462
2866,309,226
2867,309,804
2868,309,431
2869,310,106
2870,310,349
2871,310,976
2872,310,684
2873,310,265
2874,310,58
2875,310,306
2876,310,917
2877,310,847
2878,310,516
2879,310,957
2880,310,616
2881,310,860
2882,310,108
2883,311,107
2884,311,254
2885,311,404
2886,311,975
2887,311,692
2888,311,904
2889,311,978
2890,312,190
2891,312,951
2892,312,618
2893,312,959
2894,312,520
2895,312,522
2896,312,85
2897,312,741
2898,312,760
2899,312,43
2900,312,105
2901,313,168
2902,313,912
2903,313,295
2904,313,267
2905,313,328
2906,313,274
2907,313,495
2908,313,600
2909,313,534
2910,313,873
2911,313,865
2912,314,331
2913,314,360
2914,314,50
2915,314,135
2916,314,94
2917,314,546
2918,314,971
2919,314,526
2920,314,141
2921,314,673
2922,314,806
2923,314,900
2924,314,377
2925,314,30
2926,315,934
2927,315,610
2928,315,957
2929,315,471
2930,315,287
2931,315,75
2932,315,78
2933,315,511
2934,316,407
2935,316,893
2936,316,780
2937,316,479
2938,316,487
2939,316,282
2940,316,608
2941,317,646
2942,317,944
2943,317,50
2944,317,629
2945,317,392
2946,317,272
2947,317,599
2948,318,555
2949,318,921
2950,318,302
2951,318,325
2952,318,26
2953,318,655
2954,318,571
2955,318,743
2956,318,622
2957,318,560
2958,318,72
2959,318,600
2960,318,910
2961,319,576
2962,319,450
2963,319,618
2964,319,73
2965,319,168
2966,319,984
2967,319,804
2968,319,890
2969,319,659
2970,319,94
2971,320,929
2972,320,399
2973,320,717
2974,320,362
2975,320,67
2976,320,256
2977,320,499
2978,320,400
2979,321,449
2980,321,469
2981,321,773
2982,321,165
2983,321,834
2984,321,93
2985,321,564
2986,321,173
2987,321,549
2988,321,584
2989,321,605
2990,321,673
2991,321,64
2992,321,604
2993,322,6
2994,322,294
2995,322,115
2996,322,100
2997,322,665
2998,322,46
2999,322,59
3000,322,924
3001,322,136
3002,322,663
3003,322,880
3004,323,494
3005,323,198
3006,323,310
3007,323,899
3008,323,419
3009,323,492
3010,323,371
3011,323,346
3012,323,331
3013,323,728
3014,323,372
3015,324,741
3016,324,724
3017,324,683
3018,324,576
3019,324,985
3020,324,45
3021,324,271
3022,324,552
3023,324,461
3024,324,7
3025,324,250
3026,325,26
3027,325,980
3028,325,648
3029,325,617
3030,325,454
3031,325,391
3032,325,894
3033,325,985
3034,325,345
3035,325,187
3036,325,341
3037,325,698
3038,325,555
3039,326,566
3040,326,930
3041,326,874
3042,326,514
3043,326,865
3044,326,841
3045,326,776
3046,326,380
3047,326,436
3048,326,266
3049,326,451
3050,326,615
3051,327,566
3052,327,765
3053,327,536
3054,327,17
3055,327,864
3056,328,384
3057,328,465
3058,328,725
3059,328,912
3060,328,878
3061,328,980
3062,328,616
3063,328,959
3064,328,340
3065,328,766
3066,328,536
3067,328,643
3068,329,639
3069,329,522
3070,329,984
3071,329,104
3072,329,934
3073,330,903
3074,330,644
3075,330,152
3076,330,307
3077,330,341
3078,330,156
3079,330,299
3080,330,653
3081,331,717
3082,331,347
3083,331,212
3084,331,284
3085,331,838
3086,331,353
3087,331,181
3088,331,764
3089,331,248
3090,331,2
3091,331,959
3092,331,790
3093,331,521
3094,331,991
3095,332,996
3096,332,507
3097,332,696
3098,332,218
3099,332,467
3100,332,455
3101,332,927
3102,332,439
3103,332,583
3104,333,29
3105,333,19
3106,333,229
3107,333,383
3108,333,599
3109,333,91
3110,333,638
3111,333,63
3112,333,976
3113,334,774
3114,334,600
3115,334,842
3116,334,577
3117,334,858
3118,334,452
3119,334,801
3120,334,46
3121,334,194
3122,334,346
3123,334,667
3124,334,569
3125,334,39
3126,334,346
3127,335,308
3128,335,975
3129,335,114
3130,335,796
3131,335,817
3132,335,695
3133,335,424
3134,336,965
3135,336,249
3136,336,415
3137,336,104
3138,336,214
3139,336,463
3140,337,177
3141,337,739
3142,337,930
3143,337,751
3144,337,591
3145,337,798
3146,337,322
3147,337,404
3148,337,501
3149,337,953
3150,337,193
3151,337,652
3152,337,781
3153,337,381
3154,338,848
3155,338,378
3156,338,416
3157,338,524
3158,338,988
3159,339,778
3160,339,123
3161,339,452
3162,339,584
3163,339,5
3164,339,997
3165,339,565
3166,339,411
3167,339,817
3168,339,296
3169,339,285
3170,340,963
3171,340,49
3172,340,192
3173,340,17
3174,340,574
3175,340,188
3176,340,890
3177,340,804
3178,340,9
3179,340,299
3180,341,447
3181,341,886
3182,341,138
3183,341,665
3184,341,816
3185,341,451
3186,341,301
3187,341,426
3188,341,857
3189,342,663
3190,342,716
3191,342,42
3192,342,592
3193,342,972
3194,342,296
3195,342,563
3196,342,82
3197,342,193
3198,342,221
3199,342,314
3200,342,476
3201,342,757
3202,342,446
3203,343,381
3204,343,899
3205,343,546
3206,343,930
3207,343,438
3208,344,767
3209,344,143
3210,344,697
3211,344,240
3212,344,39
3213,344,944
3214,344,86
3215,345,665
3216,345,717
3217,345,576
3218,345,273
3219,345,427
3220,345,342
3221,345,834
3222,345,240
3223,345,850
3224,345,894
3225,345,695
3226,346,527
3227,346,656
3228,346,135
3229,346,387
3230,346,216
3231,346,706
3232,346,288
3233,346,634
3234,347,101
3235,347,279
3236,347,846
3237,347,587
3238,347,987
3239,347,442
3240,347,152
3241,347,338
3242,347,590
3243,347,183
3244,348,756
3245,348,670
3246,348,395
3247,348,422
3248,348,533
3249,348,891
3250,348,413
3251,348,909
3252,348,719
3253,348,163
3254,348,180
3255,349,903
3256,349,805
3257,349,356
3258,349,654
3259,349,165
3260,349,743
3261,349,947
3262,349,115
3263,349,380
3264,349,285
3265,349,323
3266,350,57
3267,350,677
3268,350,330
3269,350,358
3270,350,987
3271,350,428
3272,350,687
3273,350,663
3274,350,234
3275,350,716
3276,350,938
3277,351,941
3278,351,236
3279,351,994
3280,351,317
3281,351,748
3282,351,158
3283,351,343
3284,351,181
3285,351,620
3286,351,237
3287,351,763
3288,351,985
3289,351,506
3290,352,987
3291,352,109
3292,352,270
3293,352,887
3294,352,60
3295,352,767
3296,352,495
3297,352,979
3298,352,564
3299,352,248
3300,353,526
3301,353,526
3302,353,516
3303,353,277
3304,353,745
3305,353,360
3306,353,677
3307,353,498
3308,354,453
3309,354,656
3310,354,481
3311,354,816
3312,354,144
3313,354,387
3314,355,332
3315,355,201
3316,355,100
3317,355,106
3318,355,725
3319,355,802
3320,356,896
3321,356,283
3322,356,564
3323,356,52
3324,356,710
3325,356,837
3326,357,256
3327,357,905
3328,357,607
3329,357,183
3330,357,387
3331,357,84
3332,357,228
3333,357,361
3334,357,522
3335,357,743
3336,358,335
3337,358,253
3338,358,811
3339,358,741
3340,358,952
3341,358,293
3342,358,932
3343,358,445
3344,358,966
3345,358,64
3346,359,914
3347,359,787
3348,359,980
3349,359,857
3350,359,439
3351,359,877
3352,359,131
3353,360,850
3354,360,291
3355,360,381
3356,360,750
3357,360,874
3358,360,681
3359,360,166
3360,360,591
3361,360,391
3362,360,711
3363,360,884
3364,360,64
3365,360,483
3366,361,347
3367,361,282
3368,361,207
3369,361,209
3370,361,941
3371,361,147
3372,361,337
3373,361,248
3374,361,58
3375,361,995
3376,361,815
3377,361,604
3378,361,129
3379,361,160
3380,362,325
3381,362,507
3382,362,740
3383,362,615
3384,362,754
3385,362,103
3386,363,778
3387,363,595
3388,363,174
3389,363,196
3390,363,161
3391,364,833
3392,364,791
3393,364,403
3394,364,706
3395,364,477
3396,364,415
3397,364,198
3398,365,703
3399,365,806
3400,365,84
3401,365,48
3402,365,816
3403,365,65
3404,365,589
3405,365,253
3406,365,183
3407,365,933
3408,366,511
3409,366,210
3410,366,555
3411,366,40
3412,366,930
3413,366,793
3414,366,88
3415,367,128
3416,367,879
3417,367,978
3418,367,422
3419,367,825
3420,367,159
3421,368,631
3422,368,257
3423,368,977
3424,368,595
3425,368,187
3426,368,716
3427,368,150
3428,368,509
3429,369,313
3430,369,666
3431,369,641
3432,369,771
3433,369,353
3434,369,958
3435,370,700
3436,370,932
3437,370,394
3438,370,953
3439,370,792
3440,370,320
3441,370,386
3442,370,469
3443,370,609
3444,370,85
3445,371,533
3446,371,191
3447,371,105
3448,371,531
3449,371,710
3450,371,379
3451,372,997
3452,372,823
3453,372,129
3454,372,890
3455,372,841
3456,372,956
3457,372,564
3458,372,430
3459,372,823
3460,372,231
3461,372,735
3462,372,951
3463,372,379
3464,372,959
3465,373,658
3466,373,346
3467,373,241
3468,373,624
3469,373,989
3470,373,952
3471,373,288
3472,373,147
3473,373,16
3474,373,837
3475,374,930
3476,374,950
3477,374,91
3478,374,659
3479,374,566
3480,375,347
3481,375,19
3482,375,271
3483,375,351
3484,375,766
3485,375,250
3486,375,5
3487,375,594
3488,375,314
3489,375,132
3490,375,600
3491,375,820
3492,376,913
3493,376,287
3494,376,188
3495,376,434
3496,376,249
3497,376,987
3498,376,54
3499,376,123
3500,376,881
3501,376,944
3502,376,625
3503,377,655
3504,377,364
3505,377,821
3506,377,771
3507,377,563
3508,377,551
3509,377,437
3510,377,673
3511,377,203
3512,378,434
3513,378,364
3514,378,925
3515,378,862
3516,378,9
3517,378,810
3518,378,786
3519,378,692
3520,378,745
3521,378,938
3522,378,685
3523,378,270
3524,379,161
3525,379,27
3526,379,195
3527,379,369
3528,379,136
3529,380,713
3530,380,258
3531,380,556
3532,380,383
3533,380,348
3534,380,719
3535,380,410
3536,380,146
3537,380,222
3538,381,687
3539,381,430
3540,381,110
3541,381,714
3542,381,646
3543,381,696
3544,381,430
3545,381,500
3546,381,97
3547,382,576
3548,382,447
3549,382,870
3550,382,158
3551,382,116
3552,382,196
3553,382,835
3554,382,514
3555,382,999
3556,382,426
3557,382,364
3558,382,494
3559,382,68
3560,382,151
3561,383,678
3562,383,985
3563,383,213
3564,383,349
3565,383,439
3566,383,480
3567,383,19
3568,383,152
3569,384,699
3570,384,772
3571,384,866
3572,384,432
3573,384,884
3574,384,892
3575,384,784
3576,384,291
3577,384,549
3578,385,360
3579,385,627
3580,385,208
3581,385,431
3582,385,766
3583,385,384
3584,385,770
3585,385,719
3586,385,999
3587,385,490
3588,386,54
3589,386,90
3590,386,888
3591,386,693
3592,386,484
3593,386,69
3594,387,670
3595,387,114
3596,387,15
3597,387,550
3598,387,856
3599,387,953
3600,387,942
3601,388,929
3602,388,302
3603,388,908
3604,388,462
3605,388,807
3606,388,214
3607,388,772
3608,388,817
3609,388,872
3610,388,532
3611,389,43
3612,389,65
3613,389,947
3614,389,189
3615,389,424
3616,389,279
3617,390,392
3618,390,538
3619,390,597
3620,390,138
3621,390,164
3622,391,231
3623,391,726
3624,391,181
3625,391,328
3626,391,384
3627,391,867
3628,391,811
3629,391,196
3630,391,825
3631,391,675
3632,391,320
3633,392,152
3634,392,668
3635,392,843
3636,392,252
3637,392,777
3638,392,242
3639,393,684
3640,393,805
3641,393,957
3642,393,432
3643,393,57
3644,394,89
3645,394,737
3646,394,779
3647,394,112
3648,394,305
3649,394,727
3650,394,327
3651,394,993
3652,394,849
3653,395,159
3654,395,232
3655,395,968
3656,395,218
3657,395,118
3658,395,604
3659,395,143
3660,395,373
3661,396,51
3662,396,393
3663,396,286
3664,396,858
3665,396,568
3666,396,278
3667,397,112
3668,397,585
3669,397,665
3670,397,135
3671,397,122
3672,398,615
3673,398,62
3674,398,750
3675,398,882
3676,398,394
3677,398,12
3678,398,643
3679,398,276
3680,398,752
3681,398,642
3682,399,431
3683,399,986
3684,399,17
3685,399,672
3686,399,430
3687,399,584
3688,399,482
3689,399,216
3690,399,331
3691,399,427
3692,400,280
3693,400,486
3694,400,126
3695,400,631
3696,400,771
3697,400,156
3698,400,97
3699,400,6
3700,400,678
3701,401,52
3702,401,782
3703,401,668
3704,401,361
3705,401,828
3706,401,896
3707,401,326
3708,401,516
3709,401,860
3710,401,34
3711,401,507
3712,402,954
3713,402,970
3714,402,433
3715,402,144
3716,402,893
3717,402,666
3718,402,375
3719,402,765
3720,402,261
3721,402,700
3722,402,271
3723,402,727
3724,402,467
3725,402,270
3726,403,551
3727,403,239
3728,403,347
3729,403,124
3730,403,62
3731,403,568
3732,403,982
3733,403,466
3734,404,748
3735,404,864
3736,404,810
3737,404,523
3738,404,857
3739,404,101
3740,405,351
3741,405,913
3742,405,65
3743,405,295
3744,405,536
3745,405,957
3746,405,26
3747,405,395
3748,405,102
3749,405,842
3750,405,174
3751,405,430
3752,405,775
3753,405,851
3754,406,70
3755,406,739
3756,406,50
3757,406,261
3758,406,408
3759,406,555
3760,406,462
3761,407,9
3762,407,185
3763,407,76
3764,407,32
3765,407,503
3766,407,296
3767,408,661
3768,408,416
3769,408,45
3770,408,791
3771,408,885
3772,408,406
3773,409,188
3774,409,257
3775,409,976
3776,409,119
3777,409,339
3778,409,198
3779,410,921
3780,410,346
3781,410,817
3782,410,720
3783,410,130
3784,410,520
3785,410,669
3786,411,705
3787,411,422
3788,411,875
3789,411,340
3790,411,184
3791,411,272
3792,411,251
3793,411,266
3794,411,868
3795,411,926
3796,411,638
3797,411,375
3798,411,282
3799,411,463
3800,412,457
3801,412,473
3802,412,153
3803,412,825
3804,412,286
3805,412,932
3806,412,581
3807,412,793
3808,412,86
3809,412,65
3810,412,85
3811,412,982
3812,413,264
3813,413,549
3814,413,575
3815,413,5
3816,413,626
3817,414,603
3818,414,58
3819,414,683
3820,414,391
3821,414,367
3822,414,706
3823,415,867
3824,415,81
3825,415,832
3826,415,42
3827,415,23
3828,415,820
3829,415,244
3830,415,836
3831,416,318
3832,416,104
3833,416,867
3834,416,869
3835,416,550
3836,416,460
3837,416,882
3838,416,439
3839,416,560
3840,416,448
3841,416,19
3842,417,726
3843,417,404
3844,417,566
3845,417,273
3846,417,81
3847,417,838
3848,417,688
3849,417,162
3850,417,93
3851,417,55
3852,417,455
3853,417,167
3854,417,835
3855,418,454
3856,418,320
3857,418,142
3858,418,698
3859,418,458
3860,418,396
3861,418,153
3862,418,972
3863,418,716
3864,418,507
3865,418,864
3866,419,991
3867,419,294
3868,419,548
3869,419,300
3870,419,430
3871,419,519
3872,419,100
3873,419,591
3874,419,21
3875,419,268
3876,419,306
3877,419,295
3878,419,416
3879,420,381
3880,420,717
3881,420,959
3882,420,462
3883,420,413
3884,420,834
3885,420,361
3886,420,712
3887,420,567
3888,421,522
3889,421,130
3890,421,777
3891,421,216
3892,421,399
3893,421,129
3894,422,25
3895,422,423
3896,422,624
3897,422,421
3898,422,264
3899,422,864
3900,422,271
3901,422,398
3902,422,186
3903,422,206
3904,422,737
3905,422,926
3906,422,558
3907,422,16
3908,423,415
3909,423,972
3910,423,14
3911,423,365
3912,423,560
3913,423,129
3914,423,329
3915,423,817
3916,423,352
3917,423,30
3918,423,449
3919,424,766
3920,424,882
3921,424,929
3922,424,437
3923,424,357
3924,424,735
3925,424,481
3926,424,63
3927,424,383
3928,425,56
3929,425,272
3930,425,659
3931,425,3
3932,425,443
3933,426,970
3934,426,114
3935,426,481
3936,426,963
3937,426,385
3938,426,766
3939,426,690
3940,426,640
3941,426,673
3942,426,207
3943,427,883
3944,427,583
3945,427,199
3946,427,204
3947,427,255
3948,427,481
3949,427,961
3950,428,843
3951,428,475
3952,428,461
3953,428,693
3954,428,183
3955,428,198
3956,428,295
3957,428,454
3958,428,329
3959,428,477
3960,428,547
3961,429,461
3962,429,574
3963,429,523
3964,429,412
3965,429,156
3966,429,470
3967,429,82
3968,430,698
3969,430,613
3970,430,598
3971,430,380
3972,430,194
3973,430,520
3974,430,386
3975,430,396
3976,430,669
3977,430,725
3978,430,881
3979,431,166
3980,431,850
3981,431,404
3982,431,785
3983,431,877
3984,431,661
3985,431,836
3986,431,311
3987,431,554
3988,431,120
3989,431,767
3990,432,831
3991,432,606
3992,432,584
3993,432,362
3994,432,149
3995,432,900
3996,432,48
3997,432,157
3998,432,60
3999,432,297
4000,433,935
4001,433,782
4002,433,575
4003,433,32
4004,433,711
4005,433,935
4006,433,252
4007,433,473
4008,433,308
4009,433,920
4010,433,270
4011,433,378
4012,433,446
4013,433,630
4014,434,370
4015,434,615
4016,434,507
4017,434,349
4018,434,393
4019,435,71
4020,435,854
4021,435,203
4022,435,652
4023,435,153
4024,435,131
4025,435,763
4026,435,242
4027,436,778
4028,436,802
4029,436,53
4030,436,988
4031,436,405
4032,436,226
4033,436,636
4034,436,170
4035,437,943
4036,437,858
4037,437,491
4038,437,573
4039,437,312
4040,438,105
4041,438,295
4042,438,208
4043,438,349
4044,438,640
4045,438,964
4046,438,17
4047,438,627
4048,438,183
4049,438,285
4050,438,814
4051,438,717
4052,438,333
4053,438,430
4054,439,799
4055,439,101
4056,439,93
4057,439,962
4058,439,467
4059,440,501
4060,440,384
4061,440,373
4062,440,870
4063,440,581
4064,440,341
4065,440,536
4066,440,365
4067,440,848
4068,441,523
4069,441,809
4070,441,255
4071,441,326
4072,441,292
4073,441,562
4074,441,284
4075,441,766
4076,441,297
4077,441,696
4078,441,501
4079,441,885
4080,441,554
4081,441,134
4082,442,57
4083,442,139
4084,442,432
4085,442,299
4086,442,406
4087,442,585
4088,442,928
4089,442,463
4090,442,789
4091,442,1
4092,442,694
4093,442,530
4094,443,894
4095,443,759
4096,443,571
4097,443,595
4098,443,271
4099,443,506
4100,443,213
4101,443,859
4102,443,959
4103,444,188
4104,444,100
4105,444,105
4106,444,776
4107,444,977
4108,445,207
4109,445,435
4110,445,994
4111,445,314
4112,445,124
4113,445,543
4114,445,381
4115,445,690
4116,445,133
4117,445,133
4118,445,995
4119,445,929
4120,445,754
4121,445,299
4122,446,950
4123,446,825
4124,446,455
4125,446,51
4126,446,327
4127,446,38
4128,446,908
4129,446,823
4130,447,446
4131,447,149
4132,447,420
4133,447,126
4134,447,547
